cve,repositorio,url,commit_vulneravel,cwes,cwe_primario,arquivo,linhas,situacao,descricao
CVE-2019-5423,prahladyeri/http-live-simulator,https://github.com/prahladyeri/http-live-simulator.git,8e85a1be562248d0d616c0e5092a3d71bbf5fe5f,CWE-116|CWE-020,CWE-116,bin/http-live,72,analisado,Incomplete string escaping or encoding
CVE-2019-5444,ChristoPy/serve-here.js,https://github.com/ChristoPy/serve-here.js.git,ad077637bf7a9fe0dee3262f011aed19a45ce92c,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099,CWE-022,source/server.js,26,analisado,Uncontrolled data used in path expression
CVE-2019-5479,larvit/larvitbase-api,https://github.com/larvit/larvitbase-api.git,9c274f96e113ff9479fce7a6da8bc5cefb5f5d78,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099,CWE-022,index.js,172,analisado,Uncontrolled data used in path expression
CVE-2019-5483,senecajs/seneca,https://github.com/senecajs/seneca.git,f505dc6dd375c1837e12ffa359f118a082d114f4,CWE-312|CWE-315|CWE-359,CWE-312,lib/print.js,138,analisado,Clear-text logging of sensitive information
CVE-2019-5484,bower/bower,https://github.com/bower/bower.git,4f68fc7daa4d6f0a3dfd0da2afdbb8f0b87558af,CWE-022,CWE-022,lib/util/extract.js,65,analisado,"Arbitrary file write during zip extraction (""Zip Slip"")"
CVE-2019-8331,twbs/bootstrap,https://github.com/twbs/bootstrap.git,bf2515ae68f1d89e8b795478aec90f8db61159e5,CWE-079|CWE-116,CWE-079,js/src/tooltip.js,433,analisado,DOM text reinterpreted as HTML
CVE-2019-8903,totaljs/framework,https://github.com/totaljs/framework.git,e2f38981c2cbd5c8edb540e031626fa1017edef6,CWE-116|CWE-020,CWE-116,index.js,7330,analisado,Incomplete multi-character sanitization
CVE-2019-9844,Khan/simple-markdown,https://github.com/Khan/simple-markdown.git,74c304d65ca77fdf5357398d893a6a498c78193f,CWE-020,CWE-020,simple-markdown.js,564,analisado,Incomplete URL scheme check
CVE-2019-10061,peterbraden/node-opencv,https://github.com/peterbraden/node-opencv.git,cfc96ba0af8c13d017d9c72f2c61ec968f1c15fb,CWE-078|CWE-088,CWE-078,utils/find-opencv.js,15,analisado,Indirect uncontrolled command line
CVE-2019-10090,apache/jspwiki,https://github.com/apache/jspwiki.git,447b5a634dfb6adcc7ff28181cb174aaa1920577,CWE-079|CWE-116,CWE-079,jspwiki-war/src/main/scripts/moo-extend/Element.Extend.js,530,analisado,Client-side cross-site scripting
CVE-2019-10742,axios/axios,https://github.com/axios/axios.git,047501f7083665e0924f2680846fd8721e6de50d,CWE-730|CWE-404,CWE-404,lib/adapters/http.js,214,analisado,Unclosed stream
CVE-2019-10744,lodash/lodash,https://github.com/lodash/lodash.git,1f8ea07746963a535385a5befc19fa687a627d2b,CWE-094|CWE-079|CWE-116,CWE-094,lodash.js,6608,analisado,Code injection
CVE-2019-10745,jonschlinkert/assign-deep,https://github.com/jonschlinkert/assign-deep.git,edab79f1fe37bb8f78f4d7a4fe205c66885acee3,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,index.js,22,analisado,Prototype pollution in recursive merge function due to missing filtering of property names `__proto__` and `constructor`
CVE-2019-10746,jonschlinkert/mixin-deep,https://github.com/jonschlinkert/mixin-deep.git,9925af763440a50891358d00db0e6a5accc50ee6,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,index.js,21,analisado,Prototype-polluting function
CVE-2019-10747,jonschlinkert/set-value,https://github.com/jonschlinkert/set-value.git,7bd5011d82e583305a191a9a062abfe177ec29ad,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,index.js,59,analisado,Prototype-polluting function
CVE-2019-10750,alexindigo/deeply,https://github.com/alexindigo/deeply.git,d9f59eec37b75ce52038b3fcfb0fd86d4989c0c1,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,lib/reduce_object.js,19,analisado,Prototype-polluting function
CVE-2019-10757,knex/knex,https://github.com/knex/knex.git,516b0747901c1d3efb4097bb89f2f7bce7e7ba36,CWE-116,CWE-116,lib/dialects/mssql/index.js,210,analisado,Replacement of a substring with itself
CVE-2019-10758,mongo-express/mongo-express,https://github.com/mongo-express/mongo-express.git,510a6e78e35a67251d5c53ca680ed3b5c6c259a7,CWE-094|CWE-079|CWE-116,CWE-094,lib/bson.js,60,analisado,Code injection
CVE-2019-10759,commenthol/safer-eval,https://github.com/commenthol/safer-eval.git,1ff9411b4099e71798cfd822d5b0a536b39f31d5,CWE-094,CWE-094,src/browser.js,49,analisado,sandbox escape / arbitrary code execution
CVE-2019-10761,patriksimek/vm2,https://github.com/patriksimek/vm2.git,2ac8ff254a71e516e83f6496635fa61420447fa9,CWE-074|CWE-094,CWE-094,lib/contextify.js,332,analisado,sandbox escape / arbitrary code execution
CVE-2019-10765,ioBroker/ioBroker.admin,https://github.com/ioBroker/ioBroker.admin.git,9872f452fce58031e8e623d37b7d396386baa9b7,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099,CWE-022,lib/web.js,363,analisado,Access to log files is vulnerable to path injection due to a missing directory containment check
CVE-2019-10767,ioBroker/ioBroker.js-controller,https://github.com/ioBroker/ioBroker.js-controller.git,fbdbfbdb766490db65cde0b0ca5dd46221c5a912,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099,CWE-022,lib/objects/objectsInMemFileDB.js,145,analisado,Uncontrolled data used in path expression
CVE-2019-10771,ioBroker/ioBroker.web,https://github.com/ioBroker/ioBroker.web.git,652fc0ecf77740c13e6b83d1b0c1bd8b2b0b09f5,CWE-079|CWE-116,CWE-079,main.js,1061,analisado,Reflected cross-site scripting
CVE-2019-10775,jfhbrook/node-ecstatic,https://github.com/jfhbrook/node-ecstatic.git,dd29df2cedbde4903909ed206acb62dd29782aa7,CWE-730,CWE-730,lib/ecstatic.js,396,analisado,Server crash
CVE-2019-10776,kellyselden/git-diff-apply,https://github.com/kellyselden/git-diff-apply.git,bfcc903a961d9f17bde1889cf49745a2dffefd73,CWE-078|CWE-088,CWE-078,src/run.js,10,analisado,Unsafe shell command constructed from library input
CVE-2019-10777,awspilot/cli-lambda-deploy,https://github.com/awspilot/cli-lambda-deploy.git,3621b27347bdff96b5f444c0e31eba06e527005c,CWE-078|CWE-088,CWE-078,lib/main.js,187,analisado,Uncontrolled command line
CVE-2019-10778,guybedford/devcert,https://github.com/guybedford/devcert.git,651bb8ebb97a029be13656c0476d48db85887451,CWE-078|CWE-088,CWE-078,src/install-authority.ts,112,analisado,Unsafe shell command constructed from library input
CVE-2019-10781,Atinux/schema-inspector,https://github.com/Atinux/schema-inspector.git,7f67b2a95f85ecb76d0dc5326d76d082a2b99e1f,CWE-668,CWE-668,lib/schema-inspector.js,83,analisado,A maliciously crafted JavaScript object can bypass the sanitize() and the validate() function.
CVE-2019-10785,dojo/dojox,https://github.com/dojo/dojox.git,d6b93d9e76752363a402bef31473ce2d2ae356d7,CWE-116|CWE-020,CWE-116,xmpp/util.js,7,analisado,Incomplete string escaping or encoding
CVE-2019-11358,jquery/jquery,https://github.com/jquery/jquery.git,669f720edc4f557dfef986db747c09ebfaa16ef5,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,src/core.js,182,analisado,Prototype-polluting function
CVE-2019-12041,probablyup/markdown-to-jsx,https://github.com/probablyup/markdown-to-jsx.git,9570018bac22c759899be839089cc33d3d739af0,CWE-399,CWE-399,index.js,726,analisado,Regular expression denial of service (redos)
CVE-2019-12043,jonschlinkert/remarkable,https://github.com/jonschlinkert/remarkable.git,4ad13a078a8d9a7712b4992b4ba868db81b6f75a,CWE-079,CWE-079,lib/helpers/parse_link_destination.js,52,analisado,Incomplete sanitization of control characters
CVE-2019-12313,dollarshaveclub/shave,https://github.com/dollarshaveclub/shave.git,0e0365d5f1b0d175b0c5ccf4abd040884ce0d8aa,CWE-079|CWE-116,CWE-079,src/shave.js,62,analisado,DOM text reinterpreted as HTML
CVE-2019-13127,jgraph/mxgraph,https://github.com/jgraph/mxgraph.git,33911ed7e055c17b74d0367f5f1f6c9ee4b4fd44,CWE-079|CWE-116,CWE-079,javascript/examples/grapheditor/www/js/Format.js,1047,analisado,Client-side cross-site scripting
CVE-2019-13173,npm/fstream,https://github.com/npm/fstream.git,1e4527ffe8688d4f5325283d7cf2cf2d61f14c6b,CWE-022,CWE-022,lib/writer.js,151,analisado,"Arbitrary file write during zip extraction (""Zip Slip"")"
CVE-2019-13506,Rich-Harris/devalue,https://github.com/Rich-Harris/devalue.git,751ed46deb404f5ed5d3ed49ee400903792530d5,CWE-094|CWE-079|CWE-116,CWE-094,src/index.ts,190,analisado,Improper code sanitization
CVE-2019-14772,verdaccio/verdaccio,https://github.com/verdaccio/verdaccio.git,0b1b3556d9c043857f9bb789197f6d012876e484,CWE-079|CWE-116,CWE-079,src/webui/components/Readme/index.js,8,analisado,Client-side cross-site scripting
CVE-2019-14862,knockout/knockout,https://github.com/knockout/knockout.git,4d63fceb26acc6de6cdae25bbe12bad57ba2c6f6,CWE-079|CWE-116,CWE-079,src/utils.js,485,analisado,DOM text reinterpreted as HTML
CVE-2019-15478,jameswlane/status-board,https://github.com/jameswlane/status-board.git,115ccc389749a7a946d4e60563f1791ee2f39f7d,CWE-079|CWE-116,CWE-079,src/webapp/logic.ts,44,analisado,Reflected cross-site scripting
CVE-2019-15479,jameswlane/status-board,https://github.com/jameswlane/status-board.git,115ccc389749a7a946d4e60563f1791ee2f39f7d,CWE-079|CWE-116,CWE-079,src/webapp/routes/dashboard.ts,94,analisado,Reflected cross-site scripting
CVE-2019-15482,SLMNBJ/selectize-plugin-a11y,https://github.com/SLMNBJ/selectize-plugin-a11y.git,0824359781d57f1e629c866584e1c64e03ceae6f,CWE-079|CWE-116,CWE-079,selectize-plugin-a11y.js,28,analisado,DOM text reinterpreted as HTML
CVE-2019-15532,gchq/CyberChef,https://github.com/gchq/CyberChef.git,38ff7ec89f595dbe5971c3577fa29a142b4b2416,CWE-079|CWE-116,CWE-079,src/core/operations/TextEncodingBruteForce.mjs,82,analisado,Client-side cross-site scripting
CVE-2019-15657,mysticatea/eslint-utils,https://github.com/mysticatea/eslint-utils.git,587cca2f82c245f5fc4a8b9fb2cf6b35c0d02552,CWE-094,CWE-094,src/get-static-value.js,179,analisado,Arbitrary Code Execution
CVE-2019-15658,voxpelli/node-connect-pg-simple,https://github.com/voxpelli/node-connect-pg-simple.git,5779bd26e7374028771141366b419a13778c84a6,CWE-089,CWE-089,index.js,170,analisado,Database query built from user-controlled sources
CVE-2019-15782,webtorrent/webtorrent,https://github.com/webtorrent/webtorrent.git,885a20066363c88563aa02931c3c43da5c1a1868,CWE-079|CWE-116,CWE-079,lib/server.js,156,analisado,Reflected cross-site scripting
CVE-2019-16763,mpetroff/pannellum,https://github.com/mpetroff/pannellum.git,f42e80facb41bb97321a0e2056d9ef5a4779e627,CWE-020,CWE-020,src/js/pannellum.js,2384,analisado,Incomplete URL scheme check
CVE-2019-16769,yahoo/serialize-javascript,https://github.com/yahoo/serialize-javascript.git,3bab6dee8db7317310a97af5d28f0f0479d21930,CWE-079,CWE-079,index.js,191,analisado,cross-site scripting due to unsafe characters in serialized regular expressions
CVE-2019-17495,swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui.git,c8ad396301ca55075234009e8384ca968b950aab,CWE-079,CWE-079,src/core/components/providers/markdown.jsx,41,analisado,Cascading Style Sheets injection
CVE-2019-17592,adaltas/node-csv-parse,https://github.com/adaltas/node-csv-parse.git,76d96e16b166f745bcb137f0535724f4d3584f1c,CWE-730|CWE-400,CWE-400,lib/index.js,760,analisado,Polynomial regular expression used on uncontrolled data
CVE-2019-18350,ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro.git,0ad1fb3109f9864fc728bd7c6ebcb99e248d9f25,CWE-079|CWE-116|CWE-601,CWE-601,src/models/login.ts,56,analisado,Client-side URL redirect
CVE-2019-18818,strapi/strapi,https://github.com/strapi/strapi.git,10e39516b6abbcfd3beed22a14e66b0afab5adf6,CWE-089,CWE-089,packages/strapi-admin/controllers/Auth.js,253,analisado,Database query built from user-controlled sources
CVE-2019-18954,NetEase/pomelo,https://github.com/NetEase/pomelo.git,c5347270b63efc888ba8260f612e2636412ae557,CWE-754,CWE-754,lib/common/service/handlerService.js,59,analisado,Unvalidated dynamic method call
CVE-2019-19507,manvel-khnkoyan/jpv,https://github.com/manvel-khnkoyan/jpv.git,e93d2f68126f837707427ff6019c448611fe1a1b,CWE-807|CWE-290,CWE-807,index.js,122,analisado,User-controlled bypass of security check
CVE-2019-20149,jonschlinkert/kind-of,https://github.com/jonschlinkert/kind-of.git,4da96c0047906d22a4d6964a668d3abaca122e50,CWE-668|CWE-020,CWE-020,index.js,69,analisado,improper input validation
CVE-2019-20174,auth0/lock,https://github.com/auth0/lock.git,ecd249397d611fcfc381e6e00e51c8ecdb37d1ad,CWE-079|CWE-116,CWE-079,src/ui/input/checkbox_input.jsx,18,analisado,Client-side cross-site scripting
CVE-2019-1010091,tinymce/tinymce,https://github.com/tinymce/tinymce.git,8b29e00959cf37cbc9642178e686aea688a162ee,CWE-116|CWE-020,CWE-116,src/core/main/ts/api/html/SaxParser.ts,60,analisado,Incomplete multi-character sanitization
CVE-2019-1010266,lodash/lodash,https://github.com/lodash/lodash.git,90e6199a161b6445b01454517b40ef65ebecd2ad,CWE-730|CWE-400,CWE-400,lodash.js,279,analisado,Polynomial regular expression used on uncontrolled data
CVE-2019-1020012,parse-community/parse-server,https://github.com/parse-community/parse-server.git,54ba9a0f00eaeb7d8c0938dd555f913d58a5fdcd,CWE-444,CWE-444,src/Controllers/SchemaController.js,399,analisado,Denial of Service for any subsequent POST requests
CVE-2020-4051,dojo/dijit,https://github.com/dojo/dijit.git,d7294be76dd7b251980fe033b1901fa4135f4f4a,CWE-079|CWE-116,CWE-079,_editor/RichText.js,2180,analisado,Client-side cross-site scripting
CVE-2020-4059,mikaelbr/mversion,https://github.com/mikaelbr/mversion.git,04df60b7e4e5f6068519dee9d1675de3485b0277,CWE-078|CWE-088,CWE-078,lib/git.js,49,analisado,Unsafe shell command constructed from library input
CVE-2020-4066,erelsgl/limdu,https://github.com/erelsgl/limdu.git,92c045d30de99fd490627d0c4b441d532b0e4a83,CWE-078|CWE-088,CWE-078,classifiers/svm/SvmLinear.js,103,analisado,Unsafe shell command constructed from library input
CVE-2020-5251,parse-community/parse-server,https://github.com/parse-community/parse-server.git,bde8ab6d55e4da556d0e77eb29d4953ca34eeace,CWE-089,CWE-089,src/RestQuery.js,667,analisado,Database query built from user-controlled sources
CVE-2020-5258,dojo/dojo,https://github.com/dojo/dojo.git,35d1141221f9885682c067abae296393e611e968,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,request/util.js,61,analisado,Prototype-polluting function
CVE-2020-6836,handsontable/formula-parser,https://github.com/handsontable/formula-parser.git,944136096f44ff4ffd4ba0bcef30970ca4702fce,CWE-094|CWE-079|CWE-116,CWE-094,src/grammar-parser/grammar-parser.js,226,analisado,Code injection
CVE-2020-7638,davideicardi/confinit,https://github.com/davideicardi/confinit.git,d6c022c35aaee0794494651a4341fadd2db2b471,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,index.ts,108,analisado,Prototype-polluting function
CVE-2020-7656,jquery/jquery,https://github.com/jquery/jquery.git,c27dc018e22260b6ad084dff4505172e6b107178,CWE-116|CWE-020,CWE-116,src/ajax.js,190,analisado,Incomplete multi-character sanitization
CVE-2020-7660,yahoo/serialize-javascript,https://github.com/yahoo/serialize-javascript.git,1ac487ed828762eb490ad87022b6b354e0772284,CWE-502,CWE-502,index.js,10,analisado,Remote code execution
CVE-2020-7662,faye/websocket-extensions-node,https://github.com/faye/websocket-extensions-node.git,4a76c75efb1c5d6a2f60550e9501757458d19533,CWE-730|CWE-400,CWE-400,lib/parser.js,5,analisado,Inefficient regular expression
CVE-2020-7676,angular/angular.js,https://github.com/angular/angular.js.git,295213df9537666254626ffe3e4a6013122e4802,CWE-079|CWE-116,CWE-079,src/jqLite.js,218,analisado,Unsafe expansion of self-closing HTML tag
CVE-2020-7699,richardgirges/express-fileupload,https://github.com/richardgirges/express-fileupload.git,e9848fc1b5c92e175adb18afa0850f6e7dfc0b5c,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,lib/processNested.js,19,analisado,Prototype-polluting function
CVE-2020-7720,digitalbazaar/forge,https://github.com/digitalbazaar/forge.git,30d560c6b522b9a97a67d9101ecf8f860a4ba63a,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,lib/util.js,2539,analisado,Prototype-polluting function
CVE-2020-7750,LLK/scratch-svg-renderer,https://github.com/LLK/scratch-svg-renderer.git,16974b462c02b2915db728f75eaf682559c50a0b,CWE-079|CWE-116,CWE-079,src/svg-renderer.js,371,analisado,Client-side cross-site scripting
CVE-2020-7752,sebhildebrandt/systeminformation,https://github.com/sebhildebrandt/systeminformation.git,147550532ab11cac4b609844a519a1d945f5c103,CWE-078|CWE-088,CWE-078,lib/network.js,1079,analisado,Command injection in library function that dynamically builds a `netstat` shell command without sanitizing the `iface` argument.
CVE-2020-7763,pofider/phantom-html-to-pdf,https://github.com/pofider/phantom-html-to-pdf.git,c1c4d4df05f3d019e74ed209bae345d2c38d8962,CWE-022|CWE-023|CWE-036|CWE-073|CWE-099,CWE-022,lib/conversion.js,14,analisado,Uncontrolled data used in path expression
CVE-2020-8116,sindresorhus/dot-prop,https://github.com/sindresorhus/dot-prop.git,e0f8abf71164321caf1b20109000b08be506f227,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,index.js,70,analisado,Prototype-polluting function
CVE-2020-8135,transloadit/uppy,https://github.com/transloadit/uppy.git,4aeef4dac0490ebb1d1fccd5582ba42c6c0fb87d,CWE-601,CWE-601,packages/@uppy/companion/src/server/helpers/utils.js,73,analisado,Server-side URL redirect
CVE-2020-8149,zamotany/logkitty,https://github.com/zamotany/logkitty.git,e1e229687472d8c9266d17f2969ff7431a78db86,CWE-078|CWE-088,CWE-078,src/android/adb.ts,55,analisado,Indirect uncontrolled command line
CVE-2020-8192,fastify/fastify,https://github.com/fastify/fastify.git,854e150c0d78e7c31f4f6eca57908f9da19c379f,CWE-770,CWE-770,lib/validation.js,37,analisado,Resource exhaustion
CVE-2020-8203,lodash/lodash,https://github.com/lodash/lodash.git,e7b28ea6cb17b4ca021e7c9d66218c8c89782f32,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,lodash.js,2559,analisado,Prototype-polluting function
CVE-2020-8205,transloadit/uppy,https://github.com/transloadit/uppy.git,ab88612dff3ce24b001acb3b626516f0e2f7fd0c,CWE-918,CWE-918,packages/@uppy/companion/src/server/controllers/url.js,120,analisado,Uncontrolled data used in network request
CVE-2020-8244,rvagg/bl,https://github.com/rvagg/bl.git,ecc0cc51ef62f41ae151e82d61a8eac71c2ca672,CWE-125|CWE-126,CWE-125,bl.js,189,analisado,Buffer over-read vulnerability resulting in exposure of uninitialized memory
CVE-2020-9038,laurent22/joplin,https://github.com/laurent22/joplin.git,06d807d9ff86527151fd219b98e11b76adfb8068,CWE-020,CWE-020,Clipper/joplin-webclipper/content_scripts/index.js,24,analisado,Incomplete URL scheme check
CVE-2020-11021,actions/http-client,https://github.com/actions/http-client.git,cde0b32926ae7938c148121d11271f4cb1f5a57f,CWE-200,CWE-200,index.ts,482,analisado,Authorization headers are sent to untrusted host
CVE-2020-11022,jquery/jquery,https://github.com/jquery/jquery.git,04bf577e2f961c9dde85ddadc77f71bc7bc671cc,CWE-079|CWE-116,CWE-079,src/manipulation.js,239,analisado,Expansion of *sanitsed* self-closing HTML tags may introduce new mXSS vulnerabilities
CVE-2020-11059,ipfs/aegir,https://github.com/ipfs/aegir.git,0554d925af93ed9cc9355202769fa6bc2947943e,CWE-312|CWE-315|CWE-359,CWE-312,src/config/webpack.config.js,111,analisado,Build artifact created by `webpack.DefinePlugin` includes sensitive `process.env` values
CVE-2020-11079,skoranga/node-dns-sync,https://github.com/skoranga/node-dns-sync.git,93b8034e9475ae65102dac15fffe065616fede1b,CWE-078|CWE-088,CWE-078,lib/dns-sync.js,34,analisado,Unsafe shell command constructed from library input
CVE-2020-12265,kevva/decompress,https://github.com/kevva/decompress.git,74a462a139cc2561b6695e696266c8dc31562d3d,CWE-022,CWE-022,index.js,50,analisado,"Arbitrary file write during zip extraction (""Zip Slip"")"
CVE-2020-14000,LLK/scratch-vm,https://github.com/LLK/scratch-vm.git,b67ba75d8b1df4268a9d6727bbc4f32f153c9131,CWE-079|CWE-116|CWE-601,CWE-601,src/extension-support/extension-worker.js,20,analisado,Client-side URL redirect
CVE-2020-15092,NUKnightLab/TimelineJS3,https://github.com/NUKnightLab/TimelineJS3.git,d3b01141fb00a64233d9fc089c917864c1cd4712,CWE-079|CWE-116,CWE-079,source/js/media/TL.Media.js,263,analisado,Stored cross-site scripting
CVE-2020-15095,npm/cli,https://github.com/npm/cli.git,479e45c03be7b452cbe346e96c750d36597c3eb6,CWE-312|CWE-315|CWE-359,CWE-312,lib/fetch-package-metadata.js,22,analisado,Clear-text logging of sensitive information
CVE-2020-15119,auth0/lock,https://github.com/auth0/lock.git,195b5d20ba57060252318fa82135c9fc11a41d9c,CWE-079|CWE-116,CWE-079,src/i18n.js,18,analisado,Client-side cross-site scripting
CVE-2020-15123,codecov/codecov-node,https://github.com/codecov/codecov-node.git,5f6cc62d4f83bf3a75c973868259798814cd231e,CWE-078|CWE-088,CWE-078,lib/codecov.js,478,analisado,Unsafe shell command constructed from library input
CVE-2020-15135,Neztore/save-server,https://github.com/Neztore/save-server.git,ab7f29a8acb0812b2c65d0683966e4ffd849cb23,CWE-352,CWE-352,server/api/users.js,68,analisado,Missing CSRF middleware
CVE-2020-15138,PrismJS/prism,https://github.com/PrismJS/prism.git,158caf52343e59a66c2351ff1d83648efe871e33,CWE-079|CWE-116,CWE-079,plugins/previewers/prism-previewers.js,356,analisado,Client-side cross-site scripting
CVE-2020-15152,autovance/ftp-srv,https://github.com/autovance/ftp-srv.git,296573ae017d137a0b4268a96ea45b753bd66305,CWE-918,CWE-918,src/connector/active.js,32,analisado,Uncontrolled data used in network request
CVE-2020-15156,psychobunny/nodebb-plugin-blog-comments,https://github.com/psychobunny/nodebb-plugin-blog-comments.git,ed0156594a44c6429743e314e9b5a313fad60730,CWE-352,CWE-352,library.js,251,analisado,Missing CSRF middleware
CVE-2020-15256,mariocasciaro/object-path,https://github.com/mariocasciaro/object-path.git,404223bc2d6c1cf4dc9cd96a7af8dd6a0e851651,CWE-078|CWE-079|CWE-094|CWE-400|CWE-915,CWE-915,index.js,117,analisado,Prototype-polluting function
CVE-2020-26226,semantic-release/semantic-release,https://github.com/semantic-release/semantic-release.git,63fa143023aa3b54e9a9231c7625549ef4d7f17a,CWE-116,CWE-116,lib/hide-sensitive.js,16,analisado,Incomplete sanitization of of sensitive values in the presence of url-encoding.
CVE-2020-26256,C2FO/fast-csv,https://github.com/C2FO/fast-csv.git,1d18b894236687a5865ea70647010c1697a61d6d,CWE-730|CWE-400,CWE-400,packages/parse/src/parser/Parser.ts,7,analisado,"Inefficient regular expression for strings containing many repetitions of ' ,'."
CVE-2020-27666,strapi/strapi,https://github.com/strapi/strapi.git,4d00bc09b8bd7c0938e2d54f480d503560fcb45e,CWE-079|CWE-116,CWE-079,packages/strapi-plugin-content-manager/admin/src/components/PreviewWysiwyg/index.js,20,analisado,XSS in markdown WYSIWYG previewer due to lack of HTML sanitization.
CVE-2021-23344,totaljs/framework,https://github.com/totaljs/framework.git,b3f901561d66ab799a4a99279893b94cad7ae4ff,CWE-094,CWE-094,utils.js,6625,analisado,The package total.js before 3.4.8 are vulnerable to Remote Code Execution (RCE) via set.
CVE-2021-23364,browserslist/browserslist,https://github.com/browserslist/browserslist.git,209adf9e0051fa39a2b25354cffd493300f34b02,CWE-400,CWE-400,index.js,802|827|855|890|921|925,analisado,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.
CVE-2021-31712,jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg.git,f59ee8419cdbd45aab3bdfdf1995f112b09bbb6a,CWE-079,CWE-079,src/decorators/Link/index.js,35|59,analisado,"react-draft-wysiwyg (aka React Draft Wysiwyg) before 1.14.6 allows a javascript: URi in a Link Target of the link decorator in decorators/Link/index.js when a draft is shared across users, leading to XSS."
