sondado_em,repo_url,status,detalhe,tentativas,duracao_segundos
2026-09-10T13:24:49Z,https://github.com/verdaccio/verdaccio.git,ACESSIVEL,HEAD=2e494bbc6ebe90e28599cb13128a390da453d1df,1,6
2026-09-10T13:24:49Z,https://github.com/vincentmorneau/apex-publish-static-files.git,ACESSIVEL,HEAD=1f539b98603ba6884683bb307cd7aa8c4e63a839,1,1
2026-09-10T13:24:49Z,https://github.com/visionmedia/debug.git,ACESSIVEL,HEAD=f405ade8a4b7a0dc353e0f7390c1be90060f3621,1,1
2026-09-10T13:24:49Z,https://github.com/voxpelli/node-connect-pg-simple.git,ACESSIVEL,HEAD=c46daef6d06d257a0fb946ad90b9fb9a652bbe90,1,1
2026-09-10T13:24:49Z,https://github.com/vvakame/fs-git.git,ACESSIVEL,HEAD=de5588775ef0065541d9af5746b208fb994b6158,1,1
2026-09-10T13:24:49Z,https://github.com/vvo/node-whereis.git,ACESSIVEL,HEAD=3e29e3b2a388a627f13e4421ab9e9195aed2d04f,1,7
2026-09-10T13:24:49Z,https://github.com/webtorrent/webtorrent.git,ACESSIVEL,HEAD=c1686751612022c7792fcf592259df8bce79efbe,1,1
2026-09-10T13:24:49Z,https://github.com/yahoo/serialize-javascript.git,ACESSIVEL,HEAD=8c8caa7066a52106fa719c6abb5dc69858c9f799,1,1
2026-09-10T13:24:49Z,https://github.com/zamotany/logkitty.git,ACESSIVEL,HEAD=6f6c78564345464a06e4a28b0bb420a714c6b1c3,1,1
2026-09-10T13:24:49Z,https://github.com/zeit/next.js.git,ACESSIVEL,HEAD=ec62d6a48fde98ccbda4eb884cdbc58cfe585b52,1,4
2026-09-10T13:24:49Z,https://github.com/zeit/serve.git,ACESSIVEL,HEAD=37b3a743fa90d0e11d7f5b5efe88c27017b7ee13,1,1
